review,review_text,rating,author,date,nama desa wisata
luar biasa tempat yang sangat damai dan asri,"Luar Biasa, tempat yang sangat damai dan asri.",5,Boas Sababang,2026-03-16T21:05:14.411Z,Pulesari
desa wisata pulesari bener bener tempat yang asik buat refreshing bareng keluarga atau kantor area outbound nya luas banget terutama kegiatan susur sungai yang jadi favorit karena seru dan aman buat anak anak udaranya masih sejuk dan asri karena banyak pohon salak di sekelilingnya fasilitas pendukung seperti toilet musala dan tempat makan juga sudah sangat memadai dan bersih cocok banget buat yang cari suasana pedesaan yang tenang tapi tetap seru,"Desa Wisata Pulesari bener-bener tempat yang asik buat refreshing bareng keluarga atau kantor. Area outbound-nya luas banget, terutama kegiatan susur sungai yang jadi favorit karena seru dan aman buat anak-anak. Udaranya masih sejuk dan asri karena banyak pohon salak di sekelilingnya. Fasilitas pendukung seperti toilet, musala, dan tempat makan juga sudah sangat memadai dan bersih. Cocok banget buat yang cari suasana pedesaan yang tenang tapi tetap seru!",5,Indra Pangestu,2026-02-19T07:11:29.269Z,Pulesari
tempatnya sejuk untuk kegiatan keakraban sayangnya hampir seharian dari sore sampe besok siangnya waktu pulang listriknya mati karena cuaca kurang bagus dan sepertinya kabel terkena runtuhan pohon,"tempatnya sejuk untuk kegiatan keakraban, sayangnya hampir seharian dari sore sampe besok siangnya waktu pulang listriknya mati karena cuaca kurang bagus dan sepertinya kabel terkena runtuhan pohon.",4,Hersa Melindha,2026-02-01T15:10:20.181Z,Pulesari
tempatnya asik banget asri hawanya sejuk tempat outbond asik di kali yang airnya seger dan bersih banget tapi sayangnya ternyata ada tambahan biaya tempat untuk di luar paket outbond yang ga diinfo sebelumnya,"Tempatnya asik banget, asri, hawanya sejuk, tempat outbond asik di kali yang airnya seger dan bersih banget. Tapi sayangnya ternyata ada tambahan biaya tempat untuk di luar paket outbond yang ga diinfo sebelumnya.",4,Elisabet Setiyana,2026-01-15T14:09:12.782Z,Pulesari
tempat outbond yg lengkap dan terbagi dalam banyak pos yg memungkinkan banyak pengguna memanfaatkan lokasi ini secara bersamaan dalam satu waktu pilihan paketnya juga beragam menyesuaikan budget dan kebutuhan sip,Tempat outbond yg lengkap dan terbagi dalam banyak pos yg memungkinkan banyak pengguna memanfaatkan lokasi ini secara bersamaan dalam satu waktu. Pilihan paketnya juga beragam menyesuaikan budget dan kebutuhan. Sip.,5,Slamet Riyanto,2026-01-14T01:44:03.259Z,Pulesari
desa wisata pulesari asri edukatif ramah keluarga desa wisata pulesari adalah destinasi yang cocok banget kalau kamu ingin merasakan suasana pedesaan khas jogja di lereng gunung merapi tempatnya asri udara sejuk dan pemandangan sawah serta kebun salak yang terbentang membuat pengalaman liburan jadi nyaman dan bersahabat,"🌿 Desa Wisata Pulesari – Asri, Edukatif & Ramah Keluarga
Desa Wisata Pulesari adalah destinasi yang cocok banget kalau kamu ingin merasakan suasana pedesaan khas Jogja di lereng Gunung Merapi. Tempatnya asri, udara sejuk, dan pemandangan sawah serta kebun salak yang terbentang membuat pengalaman liburan jadi nyaman dan bersahabat.",5,Watashi wa Dayat,2026-01-12T00:15:29.115Z,Pulesari
tempatnya sejuk dan asri di bagian pendopo bersih dan pendamping di permainan untuk pendopo lumayan asik tapi agak judes yang perlu di perhatikan yaitu toilet toilet agak jauh dari tempat pendopo dan juga yang perlu diperhatikan lagi pendampuong di sungai judes bgt gabisa diajak bercanda kaya cuman nganterin doang kaku bgt itu aj sih mines nya,"tempatnya sejuk dan asri, di bagian pendopo bersih dan pendamping di permainan untuk pendopo lumayan asik tapi agak judes, yang perlu di perhatikan yaitu toilet, toilet agak jauh dari tempat pendopo dan juga yang perlu diperhatikan lagi pendampuong di sungai judes bgt gabisa diajak bercanda kaya cuman nganterin doang kaku bgt itu aj sih mines nya",3,Ilyas Skibidi,2026-01-05T04:57:40.914Z,Pulesari
bagus buat outbound jalannnya juga mudah di akses ramah ramah,"bagus buat outbound jalannnya juga mudah di akses, ramah ramah!",5,Salvia sava Kaiana,2026-01-03T12:02:24.837Z,Pulesari
asyik untuk oitbond edukatif dan spot masih sangat alami tolong fasilitatornya lebih gercep lagi,"Asyik untuk oitbond, edukatif dan spot masih sangat alami. Tolong fasilitatornya lebih gercep lagi.",4,khanif kurniati,2025-12-25T08:31:15.681Z,Pulesari
pas aku otbon sama satu kelas aku di situ seruuuuu banget aku sampek gak mau pulangggg,Pas aku otbon sama satu kelas aku di situ seruuuuu banget aku sampek gak mau pulangggg,5,Hera Okta,2025-11-27T10:26:05.793Z,Pulesari
arena outbound nya seru ada dua versi outbound untuk area sungai timur arusnya tidak terlalu deras sedangkan area sungai barat arusnya cukup deras dan tantangannya lebih seru pemandu nya ramah dan mau menjawab pertanyaan kita makanan yang disuguhkan juga enak,"Arena outbound nya seru ada dua versi outbound. Untuk area sungai timur arusnya tidak terlalu deras, sedangkan area sungai barat arusnya cukup deras dan tantangannya lebih seru.
Pemandu nya ramah dan mau menjawab pertanyaan kita. Makanan yang disuguhkan juga enak.",5,Dian Fitri,2025-11-26T07:39:42.122Z,Pulesari
pemandu sungai sangat kaku gabisa diajak bercanda cuman nganter liat aja harusnya ikut memeriahkan atau apa gitu nyesel banget malah seru fungame ice breakingnya sama bapabapka gendut gatau namanya,"Pemandu sungai sangat kaku, gabisa diajak bercanda,cuman nganter liat aja harusnya ikut memeriahkan atau apa gitu nyesel banget, malah seru fungame ice breakingnya sama bapabapka gendut gatau namanya😭",1,Amarilis,2025-11-23T04:58:52.580Z,Pulesari
tempat dimana kamu bisa ketemu orang orang baik yang hospitality nya mantepp poll,tempat dimana kamu bisa ketemu orang-orang baik yang hospitality nya mantepp poll,5,yisatheresia,2025-11-20T16:52:03.169Z,Pulesari
pemandu asungai kurang ramah cuma mengantar saja tidak bisa memeriahkan,"Pemandu asungai kurang ramah, cuma mengantar saja tidak bisa memeriahkan",1,Aji Muhammad,2025-11-20T15:13:33.856Z,Pulesari
tempat yang asyik dan cukup luas untuk berkegiatan seperti perkemahan pramuka gathering atau outbound seru semoga makin berjaya maju dan sejahtera,"Tempat yang asyik dan cukup luas untuk berkegiatan seperti perkemahan Pramuka, Gathering, atau Outbound seru. Semoga makin berjaya, maju, dan sejahtera.",5,M Yusup,2025-11-19T11:30:50.084Z,Pulesari
desa wisata pulesari terletak di daerah turi sleman pulesari ini biasa untuk outbond yang berhubungan dengan air seperti jembatan goyang medon kali trecking dll lumayan menguji nyali andrenalin tapi kalo untuk anak anak usia 5 8 tahun saya kira kurang aman yaa lebih diutamakan yg sudah usia 10tahun keatas untuk keseluruhan bagus banget buat pemandunya welcome dan humble bagi yang suka buah salak belanja sepuasnya disini murah banget dan buah fresh baru petik cuaca sejuk seperti dipegunungan,"Desa wisata pulesari terletak di daerah turi sleman. Pulesari ini biasa untuk outbond yang berhubungan dengan air, seperti jembatan goyang, medon kali, trecking dll.. lumayan menguji nyali andrenalin. Tapi kalo untuk anak anak usia 5 - 8 tahun saya kira kurang aman yaa.. lebih diutamakan yg sudah usia 10tahun keatas. Untuk keseluruhan bagus banget buat pemandunya welcome dan humble. Bagi yang suka buah salak.. belanja sepuasnya disini murah banget dan buah fresh baru petik. Cuaca sejuk seperti dipegunungan.",5,Christina Dewi,2025-11-16T10:04:32.423Z,Pulesari
tempatnya sejuk dan nyaman tetapi antara pengelola dan instruktur outbond kurang ada koordinasi instruktur seperti kurang persiapan selama pelaksanaan outbond instruktur juga tidak ramah dengan abk gestur tubuh dan obrolan sesama instruktur yang ditunjukkan seakan akan mengejek anak2 berkebutuhan khusus kecewa dan sedih melihatnya,"Tempatnya sejuk dan nyaman.
Tetapi antara pengelola dan instruktur outbond kurang ada koordinasi. Instruktur seperti kurang persiapan selama pelaksanaan outbond. Instruktur juga tidak ramah dengan ABK. Gestur tubuh dan obrolan sesama instruktur yang ditunjukkan seakan-akan mengejek anak2 berkebutuhan khusus. Kecewa dan sedih melihatnya.!!!",1,ambar ayu,2025-11-06T11:46:42.943Z,Pulesari
seru banget tempat nya minusnya makanan nya ga enak,"Seru banget tempat nya, minusnya makanan nya ga enak",4,mada Arradin,2025-11-02T13:54:58.330Z,Pulesari
desa wisata yg tenang untuk menuju desa ini harus melewati perkebunan salak kalo pagi segar dan nyenengin kalo udh malem jalannya gelap agak horor perkebunannya warga desanya ramah dan memang sudah terorganisir sebagai desa wisata rumah2 warga dijadikan penginapan satu rumah bisa buat tidur rombongan 5 15 orang lingkungannya terawat makanan dan snacknya sederhana ala desa ada outbound di sungai juga cocok buat yg cari tempat makrab dan outbound dengan budget terjangkau,Desa wisata yg tenang. Untuk menuju desa ini harus melewati perkebunan salak. Kalo pagi segar dan nyenengin. Kalo udh malem jalannya gelap agak horor perkebunannya. Warga desanya ramah dan memang sudah terorganisir sebagai desa wisata. Rumah2 warga dijadikan penginapan. Satu rumah bisa buat tidur rombongan 5-15 orang. Lingkungannya terawat. Makanan dan snacknya sederhana ala desa. Ada outbound di sungai juga. Cocok buat yg cari tempat makrab dan outbound dengan budget terjangkau.,5,anugerah ayu,2025-10-25T10:16:50.243Z,Pulesari
susur sungai warganya ramah dan baik,Susur sungai.. Warganya ramah dan baik,4,gamel ajalah,2025-10-23T07:41:17.914Z,Pulesari
mainan di sungai seperti waktu masih sekolah seru juga permainannya bikin lupa beban utang,Mainan di sungai seperti waktu masih sekolah. Seru juga permainannya bikin lupa beban utang😄😄,3,Selamet Jepara,2025-10-22T05:18:56.532Z,Pulesari
kerenn wisata desa yang sangat rekomended area luas nyaman fasilitas outbound lengkap cocok untuk edukasi rekreasi suasana pedesaan yang tenang alami,"Kerenn wisata desa yang sangat rekomended Area luas & nyaman
✅ Fasilitas outbound lengkap
✅ Cocok untuk edukasi & rekreasi
✅ Suasana pedesaan yang tenang & alami",5,S Nurwahid,2025-10-04T14:04:00.055Z,Pulesari
pelayanan tidak baik emosian gak jelas banget makanan gak ada rasanya,"Pelayanan tidak baik emosian💥🔥
GAK JELAS BANGET. MAKANAN GAK ADA RASANYA😭",1,Hoirul Ummah hoirulummah.2024,2025-10-03T13:44:17.195Z,Pulesari
petugas tidak ramah tolong lebih diperbaiki lagi keramahan dan komunikasi antar petugasnya serta lebih profesional lagi,"Petugas tidak ramah, tolong lebih diperbaiki lagi keramahan dan komunikasi antar petugasnya serta lebih profesional lagi.",1,Muhammad Haikal Attabik,2025-10-03T13:38:23.108Z,Pulesari
main di kali nya seruuuu,Main di kali nya seruuuu… 😘,4,qurrata ayunina,2025-09-25T11:23:41.953Z,Pulesari
tempatnya bersih masyarakatnya ramah jika malam ada banyak warung jd tidak perlu takut laper,Tempatnya bersih. Masyarakatnya ramah. Jika Malam ada banyak warung jd tidak perlu takut laper.,5,Ogriv Age Tisa Ginting,2025-09-16T10:09:15.092Z,Pulesari
tempat yang sejuk bisa outbond susur sungai seru banget kami igra kabupaten tangerang ke sini nermain dan bergembira,"Tempat yang sejuk ,bisa outbond,susur sungai ,seru banget ,kami igra kabupaten tangerang ke sini nermain dan bergembira",5,mia rosmiati,2025-09-11T13:32:53.331Z,Pulesari
memilih desa wisata pulesari untuk outbond remaja pir gereja pugeran banyak pendoponya ada 10 jadi dalam waktu bersamaan bisa melayani banyak rombongan disana dibantu tim sendiri untuk sesi acara dan fun games kemudian untuk outbondnya ada pilihan susur sungai timur dan barat untuk sungai timur rintangan pendek² sedangkan sungai barat lebih panjang rutenya antara rintangan 1 dan lainnya agak panjang parkiran luas ditiap pendopo free dan disediakan makanan dan tempat istirahat juga untuk driver bus begitu datang rombongan kemudian disediakan snack dan teh bisa pilih snack sebelumnya 3 macam kemudian makan siang juga pilih menu dan minum overall oke banget seh pelayanan disini lokasi bersih kamar mandi disediakan banyak dan memadai waktu hari h ada salah satu anak yang kakinya keseleo pas disungai tim dari pulesari gercep untum menolong kemudian membawa ke tukang pijet didaerah sana tanpa meminta biaya tambahan ke peserta jempolan seh makasih tim dan warga pulesari ramah² semua,"Memilih desa wisata Pulesari untuk outbond remaja (PIR) Gereja Pugeran. Banyak pendoponya ada 10 jadi dalam waktu bersamaan bisa melayani banyak rombongan. Disana dibantu tim sendiri untuk sesi acara dan fun games, kemudian untuk outbondnya ada pilihan susur sungai timur dan barat. Untuk sungai timur rintangan pendek² sedangkan sungai barat lebih panjang rutenya, antara rintangan 1 dan lainnya agak panjang. Parkiran luas ditiap pendopo, free dan disediakan makanan dan tempat istirahat juga untuk driver bus. Begitu datang rombongan kemudian disediakan Snack dan teh, bisa pilih Snack sebelumnya 3 macam, kemudian makan siang juga pilih menu dan minum. Overall oke banget seh pelayanan disini, lokasi bersih, kamar mandi disediakan banyak dan memadai. Waktu hari H ada salah satu anak yang kakinya keseleo pas disungai, tim dari Pulesari gercep untum menolong, kemudian membawa ke tukang pijet didaerah sana, tanpa meminta biaya tambahan ke peserta. Jempolan seh 👍👍 makasih tim dan warga Pulesari ramah² semua 🤗🙏🙏",5,F. Intan Pakis,2025-08-30T01:11:22.253Z,Pulesari
kemeriahan parade kirab budaya padukuhan pringwulung pringwulung tumpah ruah kebahagiaan dari anak anak orang dewasa hingga para lansia semua bersatu dalam warna warni kostum budaya parade ini bukan hanya sekadar peringatan hari kemerdekaan republik indonesia ke 80 tetapi juga wujud nyata pelestarian budaya dan adat istiadat yang kita cintai seluruh potensi padukuhan pringwulung baik budaya maupun ekonomi ikut bergerak menunjukkan semangat gotong royong dan kebersamaan alhamdulillah tahun ini menjadi tahun ke 5 kirab budaya kita terselenggara dengan meriah semoga tradisi ini terus berlanjut setiap tahun dan menjadi kebanggaan kita semua terima kasih untuk keluarga besar padukuhan pringwulung atas kerja sama partisipasi dan semangatnya mari kita terus maju jaya dan berbudaya pringwulungberbudaya hutri80 kirabbudaya gotongroyong,"✨🇮🇩 Kemeriahan Parade Kirab Budaya Padukuhan Pringwulung Pringwulung  🇮🇩✨

Tumpah ruah kebahagiaan! 🎉 Dari anak-anak, orang dewasa hingga para lansia, semua bersatu dalam warna-warni kostum budaya. 🌺🎭
Parade ini bukan hanya sekadar peringatan Hari Kemerdekaan Republik Indonesia ke-80, tetapi juga wujud nyata pelestarian budaya dan adat istiadat yang kita cintai. ❤️

Seluruh potensi Padukuhan Pringwulung — baik budaya maupun ekonomi — ikut bergerak, menunjukkan semangat gotong royong dan kebersamaan. 🤝🌾

Alhamdulillah, tahun ini menjadi tahun ke-5 kirab budaya kita terselenggara dengan meriah. Semoga tradisi ini terus berlanjut setiap tahun dan menjadi kebanggaan kita semua. 🙏✨

Terima kasih untuk keluarga besar Padukuhan Pringwulung atas kerja sama, partisipasi, dan semangatnya. Mari kita terus maju, jaya, dan berbudaya! 🌟

#PringwulungBerbudaya #HUTRI80 #KirabBudaya #GotongRoyong",5,Reno Sangadji,2025-08-24T23:55:21.024Z,Pulesari
kueren bgt mantap,Kueren bgt mantap,5,Alfonsus Rudy Setyanta,2025-08-24T03:31:04.339Z,Pulesari
baik sangat indah seru pokok nya,Baik sangat indah seru pokok nya,5,Di Va,2025-08-23T05:46:13.973Z,Pulesari
tempatnya asik banget pernah kesini waktu masih kuliah seru banget ada permainan dan susur sungai susur sungai ini yg bener2 pengalaman tak terlupakan gabisa didapat di tempat lain disana hawanya dingin apalagi kalau kesana rombongan banyak orang itu bener2 asik buaaaaangeeeetttt ada outbond dan jelajah di wilayah itu bener2 seru sekali masyarakatnya juga ramah ramah baik baik bgt tp pengalaman disana adek tingkat dan temenku pernah kesurupan sampe pulangnya mereka pun semenjak itu sering diganggu mahluk2 halus aneh tp nyata bgt sih,"tempatnya asik banget... pernah kesini waktu masih kuliah.. seru banget ada permainan dan susur sungai.. susur sungai ini yg bener2 pengalaman tak terlupakan, gabisa didapat di tempat lain.. disana hawanya dingin apalagi kalau kesana rombongan banyak orang itu bener2 asik buaaaaangeeeetttt... ada outbond dan jelajah di wilayah itu bener2 seru sekali.. masyarakatnya juga ramah-ramah.. baik baik bgt... tp pengalaman disana adek tingkat dan temenku pernah kesurupan 😅 sampe pulangnya mereka pun semenjak itu sering diganggu mahluk2 halus.. aneh tp nyata bgt sih...",5,Rahmadhani Magfiroh Fitamami,2025-08-19T02:43:11.133Z,Pulesari
bagus banget viewnya,Bagus banget viewnya,5,ahmad aji,2025-08-11T08:58:59.116Z,Pulesari
desa wisata pulesari terletak di turi sleman yogyakarta dan dikenal sebagai tempat outbond yang seru di tengah suasana pedesaan yang asri dikelilingi kebun salak dan aliran sungai alami desa ini cocok untuk kegiatan edukatif keluarga maupun rombongan sekolah beragam aktivitas seru seperti flying fox tubing jelajah alam hingga permainan tradisional tersedia di sini warga desa ramah dan mendukung kegiatan wisata dengan fasilitas yang cukup lengkap suasana segar dan alami menjadikan pulesari tempat ideal untuk melepas penat dari hiruk pikuk kota cocok untuk wisata alam budaya dan edukasi dalam satu tempat,"Desa Wisata Pulesari terletak di Turi, Sleman, Yogyakarta, dan dikenal sebagai tempat outbond yang seru di tengah suasana pedesaan yang asri. Dikelilingi kebun salak dan aliran sungai alami, desa ini cocok untuk kegiatan edukatif, keluarga, maupun rombongan sekolah. Beragam aktivitas seru seperti flying fox, tubing, jelajah alam, hingga permainan tradisional tersedia di sini. Warga desa ramah dan mendukung kegiatan wisata dengan fasilitas yang cukup lengkap. Suasana segar dan alami menjadikan Pulesari tempat ideal untuk melepas penat dari hiruk pikuk kota. Cocok untuk wisata alam, budaya, dan edukasi dalam satu tempat.",5,dee deew,2025-08-03T02:43:52.121Z,Pulesari
desa wisata pulesari tuh bener bener tempat healing yang asyik adem dan penuh petualangan udaranya sejuk banget view nya ijo royo royo dan suasananya tenang ramah banget aktivitasnya seruuu abis ada susur sungai outbond permainan tradisional tracking kebun salak sampai belajar budaya jawa anak anak happy orang dewasa pun ketagihan ikut main makanannya khas desa banget disajikan di daun pisang dan bikin nambah terus warga lokalnya juga super ramah bikin betah dan berasa kayak di kampung sendiri cocok buat outing gathering field trip sekolah atau sekadar escape dari rutinitas kota fasilitas lengkap harga bersahabat dan spot foto alamnya cakep semua pulesari edukasi petualangan kehangatan desa wajib mampir kalau ke sleman,"Desa Wisata Pulesari tuh bener-bener tempat healing yang asyik, adem, dan penuh petualangan! 😍🌿🏞️
Udaranya sejuk banget, view-nya ijo royo-royo, dan suasananya tenang & ramah banget 🍃☀️❤️

Aktivitasnya seruuu abis! Ada susur sungai, outbond, permainan tradisional, tracking kebun salak, sampai belajar budaya Jawa 👣🛶🎯🎭
Anak-anak happy, orang dewasa pun ketagihan ikut main! 🤸‍♂️👨‍👩‍👧‍👦😄

Makanannya khas desa banget, disajikan di daun pisang dan bikin nambah terus 😋🍽️🌾
Warga lokalnya juga super ramah, bikin betah dan berasa kayak di kampung sendiri 🏡🤗

Cocok buat outing, gathering, field trip sekolah, atau sekadar escape dari rutinitas kota 💆‍♀️📵🍃
Fasilitas lengkap, harga bersahabat, dan spot foto alamnya cakep semua! 📸🌳🪵

Pulesari = edukasi + petualangan + kehangatan desa 🫶💚
Wajib mampir kalau ke Sleman!",5,Teguh Kwatno,2025-07-19T16:19:40.875Z,Pulesari
tempatnya adem dan asri banget cocok buat yang pengin healing dari hiruk pikuk kota warganya ramah dan banyak aktivitas seru seperti susur sungai outbond dan nyicipin makanan tradisional suasana pedesaannya masih kerasa banget bikin betah berlama lama kalo udah capek aku bisa pulang kekosanku yang nyaman banget kalo udah basah basahan dan cuma ganti baju bisa mandi air panas dikosan terus bobo deh karena kasurnya empuk dan bersih aku pake kode promo jumbodparagon biar lebih murah nginepnya,"Tempatnya adem dan asri banget, cocok buat yang pengin healing dari hiruk pikuk kota. Warganya ramah, dan banyak aktivitas seru seperti susur sungai, outbond, dan nyicipin makanan tradisional. Suasana pedesaannya masih kerasa banget, bikin betah berlama-lama. kalo udah capek aku bisa pulang kekosanku yang nyaman banget.

Kalo udah basah basahan dan cuma ganti baju bisa mandi air panas dikosan terus bobo deh karena kasurnya empuk dan bersih. Aku Pake Kode Promo JUMBODPARAGON biar lebih murah nginepnya",5,Dewi Ratnasari,2025-07-16T07:31:11.002Z,Pulesari
bagus bisa outbond seru di sungai dg harga terjangkau managemen cukup bagus dengan mengerahkan penduduk sekitar tapi hati2 kalau beli salak dan jadah tempe di daerah situ harus pilih pilih agar tidak kemahalan dan dapet barang yang jelek2,Bagus. Bisa outbond seru di sungai dg harga terjangkau. Managemen cukup bagus dengan mengerahkan penduduk sekitar. Tapi hati2 kalau beli salak dan jadah tempe di daerah situ harus pilih-pilih agar tidak kemahalan dan dapet barang yang jelek2.,5,Flowscent,2025-07-08T02:36:18.003Z,Pulesari
tempat nya keren dan fasilitas oke tapi sebaiknya dokumentasi lebih ditingkatkan lagi skill nya dikurangi penggunaan flash nya karna justru akan merusak gambar lalu sebelum drive dokumentasi dikirim sebaiknya video video di stabilkan dahulu untuk fokus kamera jga harus di atur karna banyak yang blur terimakasih,"Tempat nya keren dan fasilitas oke, tapi sebaiknya dokumentasi lebih ditingkatkan lagi skill nya, dikurangi penggunaan flash nya karna justru akan merusak gambar. Lalu sebelum drive dokumentasi dikirim sebaiknya video video di stabilkan dahulu. Untuk fokus kamera jga harus di atur karna banyak yang blur.
Terimakasih",3,Dika,2025-07-04T19:15:11.502Z,Pulesari
akses jalan menuju ke desa wisata pulesari hendaknya diperlebar lagi,Akses jalan menuju ke desa wisata pulesari hendaknya diperlebar lagi🙏,4,Nuvin Good boy,2025-07-03T04:12:16.585Z,Pulesari
