review_text,rating,author,date,nama desa wisata
"Lokasi nyaman untuk kegiatan outbond,camping.fasilitas mck banyak,sumber air melimpah.",5,Budi Wiyono,2024-04-26T14:12:06.920Z,Pentingsari
Kawasannya masih asri banget bangak pohon2 besar,4,Antiqqq Manis,2024-04-26T12:43:24.429Z,Pentingsari
Tempat ini lumayan bagus untuk dikunjungi sebagai tempat outbond atau kegiatan rombongan lainnya. Tempatnya sejuk dan punya banyak potensi yang bisa dikembangkan terus sebagai sebuah desa wisata. Bisa ditambahkan beberapa atraksi yang dapat menambah minat wisatawan baik lokal maupun wisatawan asing.,4,Made Wirautama,2024-04-25T14:16:46.875Z,Pentingsari
toiletnya bersih warganya ramah,5,Gundil Gundala,2024-04-21T02:04:01.014Z,Pentingsari
Sipp.. Tempatnya asrii,5,Pakdemarto Jr,2024-04-09T09:43:16.572Z,Pentingsari
Kemah Saka Kalpataru Kota Yogyakarta 2024,5,Karunya Saka Listianto,2024-03-03T07:28:48.543Z,Pentingsari
Suasananya desanya sejuk,5,Wawan Iswahyudi,2024-02-15T05:09:54.092Z,Pentingsari
Di desa nya enak banget dingin sejuk pokoknya jadi pengen kesana lagi,5,Wildan Ahmad,2024-02-12T04:01:24.087Z,Pentingsari
Acara DPD AELI DIY,5,Puguh Dwi Kuncoro,2024-02-09T08:47:27.347Z,Pentingsari
"Desanya masih asri dan banyak homestay disediakan disini, sayang warung jajanannya sedikit,",5,novitri maulida,2024-02-08T16:45:01.859Z,Pentingsari
Pemilik homestay nya baik orang nya ramah ramah,5,Zein Albani Gaza,2024-02-06T09:31:52.981Z,Pentingsari
Pas kemah di situ Susana nya enakkk. Pas pulang kangen pengen kemah di situ lagi.,5,Fista Fajeriyani17,2024-02-05T04:03:50.405Z,Pentingsari
"Tempat yg bagus, sejuk penduduknya humble...cocok dah buat homestay",5,didi ismaun,2024-02-04T15:31:18.357Z,Pentingsari
Tempatnya enak untuk berkegiatan dan penduduknya ramah,4,Soesy Hendarti,2024-02-01T10:57:49.014Z,Pentingsari
bau ikan asin,1,Nanno,2024-01-24T22:28:19.829Z,Pentingsari
"tempat nyaa seruuu bangettt yang pasti banyak banget kenangan di sanaa, jadi gamon sama Jogja dehh 😁",5,Aluma Hikmanti,2024-01-07T08:58:50.247Z,Pentingsari
Desanya sejuk,5,jarwo jarwi,2023-12-28T14:09:55.078Z,Pentingsari
Sangat asri dan sejuk,5,Abu Uwais,2023-12-24T17:08:58.259Z,Pentingsari
"Wargamya ramah-ramah, baik hati, homestay harga terjangkau, makanannya enak-enak. Terima kasih 🙏",5,Lala Nandi,2023-12-23T12:10:34.003Z,Pentingsari
"Tempatnya sangat terorganisir menurut saya. Aman, nyaman, asri, cocok untuk makrab bersama teman-teman",4,Puput Cahyaningrum,2023-12-19T14:39:07.931Z,Pentingsari
"I can say a word, it was great. The homestay was great, food was good.",5,dina mauli,2023-12-15T02:50:00.815Z,Pentingsari
"tempatnya enak, adem, gak terlalu ramai juga",5,adhitiyo kuncoro,2023-11-26T07:53:20.187Z,Pentingsari
"Dua malam dua hari berada di desa wisata Pentingsari merupakan momen-momen yang akan terus saya rindukan. Keramah tambahan warganya, obrolan malam di beranda teras rumah ditemani alunan melodi binatang malam yang semakin menambah kesyahduan malam di desa pentingsari

Dan kegiatan dan destinasi wisata yang tidak pernah habis untuk memikat siapapun yang pergi untuk datang berkunjung kemari

Berkunjung kemari seperti membuat kami berada dekat dengan rumah yang bentangan kilometer nun jauh disana

Semoga kelak bisa kembali hadir kembali di tengah-tengah keramahan dan keharmonisan masyarakat Pentingsari",5,muhamad hafiz sakti,2023-10-27T15:56:18.905Z,Pentingsari
Lebih baik lagi,5,homestay di jogja,2023-10-17T10:33:40.472Z,Pentingsari
Pas kesana nda ada pengurus nya...,5,homestaydijogja manajemen,2023-10-13T12:42:23.210Z,Pentingsari
rute jln tiap hari,5,Dwi Ismu Haryanto,2023-09-01T12:03:56.355Z,Pentingsari
Siiipppp,5,Jalu Surono,2023-08-25T09:12:50.546Z,Pentingsari
Dusun yang asri sejuk dan juga berbudaya,4,Totok Sondong Hartanto,2023-08-21T17:29:46.127Z,Pentingsari
Istimewa,5,Sigith Mulai Bosan,2023-08-13T10:18:16.972Z,Pentingsari
Mantapp untuk acara ngafemm,5,Reviewer,2023-07-30T12:42:07.314Z,Pentingsari
"Pertama kali kesini, tempat yang bagus, desa wisata yg menyenangkan, menyegarkan dan asri. Ada warung untuk makannya, ada mushala, ada tempat camping, ada lapangan dan beberapa aktivitas lainnya.",4,Donan Satria,2023-07-30T04:07:26.912Z,Pentingsari
"Salah satu Desa wisata di Sleman, Jogja",5,Bian & Jose,2023-07-23T23:00:00.801Z,Pentingsari
"MasyaAllah tiba tiba keinget jaman SMA 8 yogyakarta, 2009-2012 pernah 2x homestay disini, bahkan acara foto yearbook aku ambil tema disini 🥰 kapan2 kalo ada sempat ke Jogja ajak suami dan anak main kesini insyaAllah..
Pertama aku dapat tempat di rumah (udah lupa) nama bapak ibu yg punya rumahnya, yg deket kopi madukoro, misal kesana pas musim manggis pasti pulange dibawain manggis se kresek. Yg kedua nggak ada yang diingat sama sekali aku kebagian tempat di rumah bapak ibu yang mana, atau sama ya waktu ituu aah lupaaa..
Yang jelas memorinya dapet banget, suasananya, setiap mau main ke tempate temen lewatin kebon kanan kiri yang gelap kalo udah sore, ngajarin anak2 SD (kaya KKN gitu), outbound, belajar tentang komoditas lokal dari penanaman , panen, sampe pengolahan, setiap malam kumpul di joglo yang jauh dari rumah inap aku, kalo mau pergi kudu tunggu2an sama temen2 yang lain, belajar masak di pawon pake kayu (ya ini mah sering liat di rumah nenek), nggak kerasa udah hampir 15 tahun yang lalu ya aku ke Dewi Peri ini. Sukses selalu ya.. Semoga makin banyak dikenal, makin ramai pengunjungnya..",5,Oriza Ayu,2023-07-22T16:45:10.955Z,Pentingsari
Desanya silent tp penuh dinamika di dalamnya..ada progres yg pelan  tapi pesat yg didapat..,5,Imiksrisubekti Subekti,2023-07-12T02:33:58.526Z,Pentingsari
"Tempatnya nyaman, banyak ilmu yang didapat",5,Muhammad Nurkholis,2023-07-07T22:18:15.941Z,Pentingsari
"warganya ramah2, homestay nya bersih, makanannya enak",5,Rabistania Soedarwo,2023-07-07T03:49:24.664Z,Pentingsari
"Banyak ilmu yang dapat diperoleh dari sini desa wisata penting sari
Mantab",4,Nano Nano Sutrisno,2023-07-05T07:59:28.182Z,Pentingsari
Sangat menyenangman berada di Desa ini. Warga2nya sangat ramah dan tempatnya asri serta banyak kegiatan yang bisa dilakukan.,5,G. Meliantha,2023-06-30T12:29:48.469Z,Pentingsari
"Untuk olahraga bersepeda, hawanya sejuk",5,Wur Yanto,2023-06-26T20:28:53.826Z,Pentingsari
Seneng,5,Wisnuadinugroho Wisnuaddi,2023-06-25T15:26:55.674Z,Pentingsari
Pendompo nya,5,shuazonn,2023-06-24T00:24:48.475Z,Pentingsari
"Nyaman,ramah, dan seru",4,Athar Tegar,2023-06-23T04:10:20.856Z,Pentingsari
nyaman makanan enak,4,Hakeem Abdurrahim,2023-06-23T04:10:19.809Z,Pentingsari
Tempat yg menarik. Suasana desa yang tenang dan teduh. Homestay-nya murah 100rb-an. Buat yg ingin merasakan bermalam di desa boleh dicoba.,5,tono dzaky,2023-06-22T11:44:14.191Z,Pentingsari
Best  Education Vacation,5,Riviera PhotoBooth,2023-06-12T13:35:35.863Z,Pentingsari
Sejuk asri,4,Anto Nrodo,2023-05-31T01:01:40.248Z,Pentingsari
"Desa wisata yg lengkap untuk dijelajahi.. Camping groundnya yg harus antri sudah cukup jd bukti banyaknya peminat yg kemari. Semoga pengelola bisa menambah, menjaga & memperbaiki prasarana yg kurang memadai..",5,Denvry,2023-05-16T11:13:21.679Z,Pentingsari
Suasana pedesaan nan natural dan alami dengan udara segar yang sangat tepat dalam membawa nuansa kegiatan di alam dalam bentuk Live In bagi para siswa sekolah khususnya SMP agar wawasan dan pengalaman mereka terhadap lingkungan menjadi lebih luas serta membentuk karakter yang tangguh dan peduli.,5,Eko Febrianto,2023-05-11T04:23:21.140Z,Pentingsari
"Seru bangett, orang orangnya ramah",5,Yunita rinova Indah,2023-04-26T03:13:56.458Z,Pentingsari
Tempatnya adem dan asri,5,Riana Istiqomah,2023-04-25T05:17:03.841Z,Pentingsari
"Tempatnya sejuk banyak pohon, warga nya ramah, akses masuk mudah, jalan bagus",5,Feri priyanto,2023-03-18T12:18:54.786Z,Pentingsari
Keren,5,Rifqi Ibnu Syauqi,2023-03-18T07:02:11.713Z,Pentingsari
Seru,5,Fajar Darmanto,2023-03-17T04:34:23.619Z,Pentingsari
Terima.kasih kepada seluruh warga DS. PETINGSARI..WPNDERFUL PLACE..,5,ROBIAH ADAWIYAH,2023-03-16T14:40:38.375Z,Pentingsari
"kemarin studytour kesana tempatnya bisa dijadikan tempat berlibur, sangat asri tempatnya, sejuk, orang disana ramah ramah, pemilik homestay sangat ramah sekali, banyak sekali tempat yang bisa dikunjungi di dalamnya, semogaa bisa kesana lagi, thank u pengalamannya desa pentingsari",5,Athaya Fairuz Jilan,2023-03-12T04:53:26.185Z,Pentingsari
"Tempat ibadah kurang,ga ada fasilitas seperti tikar",4,Rifki Yoga,2023-03-11T13:37:16.455Z,Pentingsari
"seruuu bangetttt + orang nya ramah ramah, anw aku anak sman 5 bekasi💝",5,X9 Zahra Rafa Salsabilla,2023-03-07T06:06:10.019Z,Pentingsari
"Sangat bagus
Induk Semangnya sangat baik dan ramah, udaranya sejuk dan banyak pengalaman yang saya dapatkan di sini. Semoga kapan-kapan saya bisa ke sini lagi👍",5,Farah Aisyah Putri,2023-03-04T14:07:12.783Z,Pentingsari
"Belajar dialamnya
Mendapatkan pengalaman baru
Seru pokoknya.....",5,MrBasm88,2023-03-04T07:18:57.041Z,Pentingsari
Kerennn    masyarakatnya sangat bersahabat... Buat explore aktivitas anak2  keren,5,endang susanti,2023-03-01T05:03:09.031Z,Pentingsari
"Buat study tour mantep sih ini,ada acara susur sungai,membatik,cara pembuatan kopi,makanan lokal,bikin wayang,dll",5,Rafi Ribiansyah,2023-02-26T08:04:18.924Z,Pentingsari
"Cocok untuk study tour atau kunjungan yang berkelompok,pemandanganya juga gokill",5,anak “AFK” manusia,2023-02-26T07:44:16.621Z,Pentingsari
oke,5,doto otong,2023-02-24T13:51:39.870Z,Pentingsari
Mantap!!!,5,Fatih prabowo,2023-02-23T23:34:36.003Z,Pentingsari
"Berasa malas pulang deh klo udh sampai di sini... Ramah, makanannya enak, homestay nya nyaman, bersih",5,Neneng Deti,2023-02-23T14:33:11.998Z,Pentingsari
Ngangenin! Biar bintang yang berbicara.,5,Jibran Hanif,2023-02-23T14:33:01.799Z,Pentingsari
bakso tempat warungnya wenak tenan buintang lima wenak poll!!!!!!!!!!!!!!!,5,Kayla Marsha,2023-02-21T10:16:02.809Z,Pentingsari
Lumayan untuk mengenang masa kecil dikampung,5,Trian Pambudi,2023-02-17T03:51:08.310Z,Pentingsari
Desa Wisata Pentingsari,4,Anjas Asmoro,2023-02-14T02:22:13.121Z,Pentingsari
"Affordable price, and i really like warung si mbok..",4,Sakti Al Fattaah,2023-02-11T11:49:13.621Z,Pentingsari
"Desa wisata dengan view pepohonan hijau,",5,Rian Hermawan,2023-02-11T06:25:57.367Z,Pentingsari
"Desa wisata ini sering digunakan buat wisata edukasi dan outbond
Wisatawan kebanyakan dari anak sekolah maupun kampus dan disana bisa belajar membuat eko enzym, anyaman tikar, bermain gamelan, mengolah kopi dll
Ada beberapa homestay juga buat menginap disana 👍",5,Ratna Yuwono,2023-02-01T14:06:56.633Z,Pentingsari
"Tempatnya cozy banget, adem, cocok buat acara keluarga besar",5,Velia Athaya,2023-01-29T15:03:57.779Z,Pentingsari
sejuk dan asri,5,Hamdani,2023-01-17T12:30:26.238Z,Pentingsari
"Desa wisata yg menawarkan keindahan alam serta pengalaman membatik,memainkan gamelan,susur sungai, warga ramah sekali.",5,Bima Wibowo,2023-01-07T11:19:36.774Z,Pentingsari
"Desa yg asri, penduduk yg ramah, suasana yg sejuk, memberikan ketenangan dan kenyamanan 🥰",5,Galuh Yeni Maisaroh,2023-01-06T06:09:30.864Z,Pentingsari
Bagus tempatnya,5,snor lax,2022-12-21T11:13:51.729Z,Pentingsari
Asik buat outbond . Kembali ke alam . Makanannya khas ndeso,5,safira putri,2022-12-20T07:28:46.667Z,Pentingsari
"Tempatnya nyaman,sejuk dgn nuansa pedesaan.",5,Supri Yanto,2022-12-10T11:42:20.783Z,Pentingsari
Suasana alam buat outbound sangat cocok recomended buat cari hawa sejuk disini,5,Panca Lima,2022-12-08T08:06:00.369Z,Pentingsari
Good environment,5,Kopi Si Ndoro,2022-12-06T03:59:53.498Z,Pentingsari
inspiratif sekali... mantap!   banyak memberi ilham bagi daerah2 lain utk bangkit dari 'kegelapan'.   semangat utk maju dgn kegotongroyongan dalam mengexplore potensi dan kearifan lokal.,5,Susilo SSL,2022-12-02T05:26:17.018Z,Pentingsari
"Tempat wisata tema sawah dan desa

Saya bilang disini orang2nya sangat ramah dan baik... mereka benar2 tau bagaimana memfasilitasi tamu dengan baik.

Selain menanam padi ada juga wisata flying fox, camp, dan arung jeram

Maksimal banget klo kesini bersama keluarga dan teman2",5,Hadit Fikri,2022-11-28T04:46:10.053Z,Pentingsari
Desa wisata alam pedesaan sederhana dengan masyarakat yang hebat,5,Job Pamungkas,2022-11-26T08:56:16.231Z,Pentingsari
Tempat yang tenang untuk menyepi,5,Ramly Hidayat,2022-11-23T08:30:41.125Z,Pentingsari
"Desa ini tenang banget. Banyak homestaynya. Cocok untuk kegiatan mahasiswa dan remaja belajar budaya masyarakat setempat dan camping bareng.Harus tinggal disana untuk merasakan desa ini. Tanpa ada kunjungan/acara desa ini sepi tidak ada aktivitas,",5,Septi Wulandani,2022-11-10T06:42:16.628Z,Pentingsari
kegiatan homestay yg seru ada membatik..nari.. bikin kopi..dan mendesa pokoknyaaa...,5,Piristin vlog,2022-11-08T08:21:53.182Z,Pentingsari
"twmpatnya super duperr cozy bgtt, ada kolam ikannya yg cantikk",5,Aini Ummy Hanifah,2022-10-26T11:25:30.400Z,Pentingsari
Tempat yg nyaman sejuk dn menyegarkan.,5,Joko Sutikno,2022-10-23T13:17:56.520Z,Pentingsari
"Tempat wisata yang sangat menarik untuk dikunjungi. Tempat wisata ini dikelola oleh kelompok pemuda.

Tersedianya beragam anemitas di desa wisata pentingsari akan membuat anda semakin banyak menghabiskan waktu pada kawasan ini.

Beberapa atraksi wisata yang biasa disajikan adalah gamelan jawa, pengolahan kopi tradisional dan kesenian rakyat lainnya.

Tersedinya lapangan yang luas, memungkinkan anda untuk melakukan kegiatan camping, fun games dan kegiatan untuk grup besar lainnya.

Sajian khas kuliner pedesaan akan memanjakan selera anda. Semoga anda bisa meluangkan waktu untuk mengunjungi desa wisata pentingsari.",5,Gawai Kerja,2022-10-12T06:00:47.392Z,Pentingsari
"Nyaman, sejuk, cocok utk acara pelatihan2. Kemarin ikut Kuliah Thibbun Nabawi Spraylogi HPAIC TN. Haji Ismail Ahmad",5,M.Ay.T. Wihastuti S. S.H.,2022-10-02T01:16:41.324Z,Pentingsari
Tempatnya asri sejuk,5,Amarillis Crostarosa,2022-09-29T14:25:24.759Z,Pentingsari
Adem bener,5,Yudha Prawira,2022-09-26T06:43:28.142Z,Pentingsari
"Bisa dijadikan salah satu opsi untuk camping/makrab dll. Ada mushola, pendopo, ruang kesehatan, dan toilet. Untuk reservasi bisa dichat kontak atau langaung datang ke sana. Belum sempat pakai karena kemarin naru survei.",5,nindi tress,2022-09-21T02:28:20.152Z,Pentingsari
"Sejuk tempatnya , enak untuk camping ground acara komunitas dan lainnya, makanan enak 👍🏻",5,Gregorius Sakti,2022-09-10T17:35:32.639Z,Pentingsari
Getring Jasa Armada Indonesia Tbk,5,Amin Uddin,2022-09-09T07:16:12.995Z,Pentingsari
"Desa wisata yang asri, hijau, dan penduduk yang ramah... Cocok sekali untuk jalan-jalan di akhir pekan, khususnya bagi yang merindukan suasana pedesaan yang asri.",4,Rasmi Nur Aeni,2022-09-06T08:21:52.908Z,Pentingsari
Kurang puas,3,heri faizal,2022-09-02T15:44:40.715Z,Pentingsari
Pemandunya ramah dan asik,5,andreas pandu,2022-08-28T15:15:44.127Z,Pentingsari
Tempatnya adem ayem menyejukkan.,5,Suwandi Wandi,2022-08-27T00:50:57.880Z,Pentingsari
"Suasana asri,nyaman,aman dan ditambah keramahan penduduknya👍👍👍",5,hari wahyudiyono,2022-08-22T06:16:01.653Z,Pentingsari
Tempat dan suasana yang nyaman.. Homestay nya cozy lingkungan sekitar juga asik..,5,Nur Wisata,2022-08-11T05:08:07.848Z,Pentingsari
Menarik,5,Endri 57,2022-08-05T08:48:37.386Z,Pentingsari
Kopinya mantap,5,joko sutikno,2022-08-04T09:26:21.272Z,Pentingsari
"Wisata desa yg begitu mengasyikan,,keramahan warga nya,kebersihannya,dan kearifan lokal nya tetap terjaga",5,Oneng Nani,2022-07-30T12:56:13.474Z,Pentingsari
"Desa wisata yg keren , pengelola ramah dan komunikatif",5,Arya Satya,2022-07-28T07:29:11.365Z,Pentingsari
"Camping di pekarangan... Lokasinya masuk jalan kecil di desa, fasilitas cukup oke, kamar mandi bersih walau WCnya jongkok. Ada cafe yang sedia minuman rempah yang enaak dan murah meriah. Masakan catering nya masakan rumahan yang rasanya enak pas di lidah.
Bagus untuk acara2 komunitas dan grup besar.",4,Dini Abubakar,2022-07-20T15:37:48.008Z,Pentingsari
Sangat nyaman,5,Andre Sigarantang Panimoe,2022-07-16T13:16:18.276Z,Pentingsari
Desa wisata tempat yg sejuk banyak homestay nya,5,Budi Chriswanto,2022-07-14T05:52:07.288Z,Pentingsari
"tempatnya asikk parahh.. udara juga masih seger, warga sekitar juga ramah ramah.. suka banget pokonya..",5,0763_Istiqomatunnisa,2022-07-10T13:54:54.602Z,Pentingsari
"Desa wisata ini salah satu desa wisata yang sudah maju, terbukti dari beberapa desa dari tempat lain terkadang melakukan kunjungan belajar ke desa ini, selain suasananya yang khas pedesaan, disini juga tersedia berbagai macam menu makanan yang enak enak, ada juga yang menjajakan minuman tradisional daerah tersebut. Harganya pun cukup terjangkau. Recommended lah kalau semisal ada yang ingin membuat event di desa ini. Terimakasih 😊",5,Risqi Muhamad Arifin,2022-07-07T04:12:29.420Z,Pentingsari
"bagus bt ajk ank2 camping, agar bisa mandiri..",5,Sahroni Jakarta,2022-07-06T08:22:32.561Z,Pentingsari
"yang mau Camp bisa nginep di homestay bisa udaranya dingin, soal makan ada sekitaran situ, bersih, Warganya Welcome banget",5,Oyot Chanel,2022-07-06T08:14:17.378Z,Pentingsari
Adem nemen lik... cocok kanggo turu-mangan-dolan-mangan-turu 😆😆😆,4,ade superyogi,2022-06-28T17:36:25.079Z,Pentingsari
"Tempat menggelar acara seni,kemping dll, akses jalan yang berliku liku sehingga perlu penunjuk arah serta lokasi parkir yang cukup terbatas adalah salah satu kendala nya",3,Al,2022-06-27T08:37:36.969Z,Pentingsari
"penduduk nya ramah2, pedesaan banget adem sejuk, produksi kopinya enak banget dan murah.... recommend bgt buat healing😘😘😘",5,titik wahyuni,2022-06-22T06:16:01.110Z,Pentingsari
"dewi peri atau desa wisata petingsari, dilrngkapi dengan warung makan khas desa. Warunge simbok, kapasitas bisa menampung 700 peserta acara camping",3,Joko sulistyo (joko),2022-06-21T11:08:20.867Z,Pentingsari
"tempat yang pas buat melepas lelah dari hiruk pikuknya aktifitas kota,coba dech stay 1 or 2 malam di home stay yang disediakan oleh warga. suasananya benar-benar tenang dan sepi",5,risda febrianto,2022-06-18T08:34:24.916Z,Pentingsari
"Salah satu desa wisata favorit di jogja. berada di daerah merapi. di tempat ini yang pernah kurasakan bersama tempatku mengajar adalah mengikuti kegiatan live in, kemah, fieldtrip dll.

ada lapangan ada gazebo ada permainan cocok untuk kegiatan outing dan outbound",5,misteraans,2022-06-18T03:14:36.835Z,Pentingsari
Cannot describe with words. Really love it!,5,Nicolaus Liu,2022-06-18T00:36:34.426Z,Pentingsari
Jalan kaki pagi di desa pentingsari sangat nyaman ....jgn lupa sarapan di omahe simbok....,5,Phitoet Wulandari,2022-06-11T05:09:05.045Z,Pentingsari
"A place with a wonderful memory for the me! The host family is so friendly and always there when we need them, their food is simple but delicious, you can feel the warmth and the homemade taste. There's a lot of attraction and activities that you can do around the village, so there's no time to rest! Waking up in the morning with rooster crowing, the sound of nenek sweeping the yard and a cold temperature",5,Dyah Puspitarini,2022-06-10T12:43:51.099Z,Pentingsari
Tempat yg nyaman utk keluarga menikmati suasana desa,5,E8• Gaming,2022-06-02T10:55:47.238Z,Pentingsari
"Mantap, harus mampir kalau baru di Jogja.",5,Dewi Puji Lestari,2022-06-02T09:28:12.096Z,Pentingsari
Tempatnya nyaman dan bersih,5,Yusuf Sofyan,2022-05-29T02:04:19.966Z,Pentingsari
